id,title,description,price,image_link,link,availability,category,brand
delineador-labios-1,Lápiz Delineador de Labios MOODSTRUCK PRECISION,"Lápiz Delineador de Labios MOODSTRUCK PRECISION - Precisión profesional",23.00,https://anitapinturitas.es/assets/maquillaje-labios-delineador.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-22111-00#.ZC8VKHZBxD8,in stock,Maquillaje Labios Delineador,MOODSTRUCK PRECISION
base-1,Base de Maquillaje con Sérum YOUNIQUE TOUCH +,"Base de Maquillaje con Sérum YOUNIQUE TOUCH + - Cobertura y cuidado",49.00,https://anitapinturitas.es/assets/maquillaje-rostro-bases1.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-21418-00#.ZC8WWHZBxD8,in stock,Maquillaje Rostro Bases,YOUNIQUE TOUCH
base-2,Base de Maquillaje en Polvo Compacto YOUNIQUE TOUCH,"Base de Maquillaje en Polvo Compacto YOUNIQUE TOUCH complexion+ - Cobertura natural",47.00,https://anitapinturitas.es/assets/maquillaje-rostro-bases2.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-11416-00#.ZC8WdXZBxD8,in stock,Maquillaje Rostro Bases,YOUNIQUE TOUCH
base-3,Base de Maquillaje en Spray YOUNIQUE TOUCH,"Base de Maquillaje en Spray YOUNIQUE TOUCH - Aplicación fácil",35.00,https://anitapinturitas.es/assets/maquillaje-rostro-bases3.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-21412-00#.ZC8WhXZBxD8,in stock,Maquillaje Rostro Bases,YOUNIQUE TOUCH
base-4,Base de Maquillaje en Barra YOUNIQUE TOUCH,"Base de Maquillaje en Barra YOUNIQUE TOUCH - Cobertura precisa",35.00,https://anitapinturitas.es/assets/maquillaje-rostro-bases4.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-21410-00#.ZC8WpHZBxD8,in stock,Maquillaje Rostro Bases,YOUNIQUE TOUCH
iluminador-1,Iluminador Metalizado YOUNIQUE TOUCH,"Iluminador Metalizado YOUNIQUE TOUCH - Brillo natural",37.00,https://anitapinturitas.es/assets/maquillaje-rostro-iluminacion.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-17009-00#.ZC8WynZBxD8,in stock,Maquillaje Rostro Iluminación,YOUNIQUE TOUCH
iluminador-2,Paleta Multiusos YOUNIQUE TOUCH,"Paleta Multiusos YOUNIQUE TOUCH - Versatilidad en colores",54.00,https://anitapinturitas.es/assets/maquillaje-rostro-iluminacion2.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-41003-00#.ZC8W1nZBxD8,in stock,Maquillaje Rostro Iluminación,YOUNIQUE TOUCH
prebase-1,Prebase Mate para Rostro TOUCH GLORIOUS,"Prebase Mate para Rostro TOUCH GLORIOUS - Control de brillo",43.00,https://anitapinturitas.es/assets/maquillaje-rostro-prebase1.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-12001-06#.ZC8XGXZBxD8,in stock,Maquillaje Rostro Prebase,TOUCH GLORIOUS
prebase-2,Prebase Iluminadora BARE·YOU YOUNIQUE,"Prebase Iluminadora BARE·YOU YOUNIQUE - Brillo natural",45.00,https://anitapinturitas.es/assets/maquillaje-rostro-prebase2.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-11607-01,in stock,Maquillaje Rostro Prebase,BARE·YOU YOUNIQUE
prebase-3,Polvo Fijador TOUCH BEHOLD,"Polvo Fijador TOUCH BEHOLD - Fijación profesional",47.00,https://anitapinturitas.es/assets/maquillaje-rostro-prebase3.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-17005-02,in stock,Maquillaje Rostro Prebase,TOUCH BEHOLD
prebase-4,Prebase y Fijador en Spray TOUCH BEHOLD,"Prebase y Fijador en Spray TOUCH BEHOLD - Doble acción",47.00,https://anitapinturitas.es/assets/maquillaje-rostro-prebase4.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-17004-02,in stock,Maquillaje Rostro Prebase,TOUCH BEHOLD
bronceador-1,Multibarra Labios y Mejillas BARE·YOU YOUNIQUE,"Multibarra Labios y Mejillas BARE·YOU YOUNIQUE - Doble uso",39.00,https://anitapinturitas.es/assets/maquillaje-rostro-bronceador1.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-21606-00#.ZC8XUnZBxD8,in stock,Maquillaje Rostro Bronceador,BARE·YOU YOUNIQUE
bronceador-2,Bronceador Mate YOUNIQUE TOUCH,"Bronceador Mate YOUNIQUE TOUCH - Color natural",25.90,https://anitapinturitas.es/assets/maquillaje-rostro-bronceador2.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-12405-00#.ZC8XYnZBxD8,in stock,Maquillaje Rostro Bronceador,YOUNIQUE TOUCH
bronceador-3,Paleta Multiusos YOUNIQUE TOUCH,"Paleta Multiusos YOUNIQUE TOUCH - Versatilidad en colores",54.00,https://anitapinturitas.es/assets/maquillaje-rostro-prebase3.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-41003-00#.ZC8XbnZBxD8,in stock,Maquillaje Rostro Bronceador,YOUNIQUE TOUCH
bronceador-4,Rubor/Colorete en Polvo Compacto MOODSTRUCK,"Rubor/Colorete en Polvo Compacto MOODSTRUCK - Color natural",20.30,https://anitapinturitas.es/assets/maquillaje-rostro-bronceador4.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-31301-00#.ZC8XeXZBxD8,in stock,Maquillaje Rostro Bronceador,MOODSTRUCK
corrector-1,Corrector Skin Solution YOUNIQUE TOUCH,"Corrector Skin Solution YOUNIQUE TOUCH - Cobertura profesional",36.00,https://anitapinturitas.es/assets/maquillaje-rostro-correctores.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-21414-00#.ZC8XvnZBxD8,in stock,Maquillaje Rostro Corrector,YOUNIQUE TOUCH
cuidado-1,Mascarilla Revitalizante YOU·NIVERSAL,"Mascarilla Revitalizante YOU·NIVERSAL - Tratamiento intensivo",60.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-1.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-16208-01#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·NIVERSAL
cuidado-2,Tratamiento de 7 días de Vitamina C YOU·OLOGY,"Tratamiento de 7 días de Vitamina C YOU·OLOGY - Tratamiento intensivo",57.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-2.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-16405-03#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-3,Aplicador de Crema de Ojos YOUNIQUE,"Aplicador de Crema de Ojos YOUNIQUE - Aplicación precisa",20.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-3.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-16204-16#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOUNIQUE
cuidado-4,Mascarilla Hidratante de Noche YOU·NIVERSAL,"Mascarilla Hidratante de Noche YOU·NIVERSAL - Hidratación nocturna",60.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-4.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-66204-02,in stock,Cuidado de la Piel,YOU·NIVERSAL
cuidado-5,Mascarilla de Ojos YOU·OLOGY,"Mascarilla de Ojos YOU·OLOGY – 30 pares - Tratamiento intensivo",57.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-5.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-16204-16#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-6,Sérum de Belleza UPLIFT YOU·OLOGY,"Sérum de Belleza UPLIFT YOU·OLOGY - Tratamiento anti-edad",86.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-6.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-53021-03#.ZD7MEnZBxD8,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-7,Mascarilla Cremosa de Arcilla y Carbón YOU·NIVERSAL,"Mascarilla Cremosa de Arcilla y Carbón YOU·NIVERSAL - Limpieza profunda",60.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-7.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-36204-01#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·NIVERSAL
cuidado-8,Mascarilla Refrescante de Bio-celulosa YOU·OLOGY,"Mascarilla Refrescante de Bio-celulosa YOU·OLOGY – 4 unidades - Hidratación intensiva",57.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-8.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-36204-02#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-9,Exfoliante Cremoso para Labios YOU·OLOGY,"Exfoliante Cremoso para Labios YOU·OLOGY - Exfoliación suave",31.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-9.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-16204-16#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-10,GLOWPLEXION full product collection,"GLOWPLEXION full product collection - Colección completa",169.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-10,https://www.youniqueproducts.com/anitapinturitas/products/view/US-53021-03#.ZD7MEnZBxD8,in stock,Cuidado de la Piel,GLOWPLEXION
cuidado-11,Tratamiento de 7 días de Vitamina C YOU·OLOGY,"Tratamiento de 7 días de Vitamina C YOU·OLOGY - Tratamiento intensivo",57.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-11.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-36204-01#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-12,Mascarilla de Labios YOU·OLOGY,"Mascarilla de Labios YOU·OLOGY - Tratamiento intensivo",31.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-12.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-36204-02#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-13,YOUNIQUE GLOWPLEXION cleanser,"YOUNIQUE GLOWPLEXION cleanser - Limpieza profunda",52.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-13,https://www.youniqueproducts.com/anitapinturitas/products/view/US-16204-16#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,GLOWPLEXION
cuidado-14,Mascarilla de Ojos YOU·OLOGY,"Mascarilla de Ojos YOU·OLOGY – 30 pares - Tratamiento intensivo",57.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-14.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-53021-03#.ZD7MEnZBxD8,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-15,Bálsamo de Limpieza Facial YOU·OLOGY,"Bálsamo de Limpieza Facial YOU·OLOGY - Limpieza suave",57.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-15.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-36204-01#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-16,YOUNIQUE GLOWPLEXION serum,"YOUNIQUE GLOWPLEXION serum - Tratamiento intensivo",87.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-16,https://www.youniqueproducts.com/anitapinturitas/products/view/US-36204-02#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,GLOWPLEXION
cuidado-17,Desmaquillante Líquido YOU·OLOGY,"Desmaquillante Líquido YOU·OLOGY - Limpieza efectiva",33.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-17.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-16204-16#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-18,Toallitas Desmaquillantes YOU·OLOGY,"Toallitas Desmaquillantes YOU·OLOGY - Limpieza rápida",25.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-18.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-53021-03#.ZD7MEnZBxD8,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-19,YOUNIQUE GLOWPLEXION moisturizer,"YOUNIQUE GLOWPLEXION moisturizer - Hidratación intensiva",74.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-19,https://www.youniqueproducts.com/anitapinturitas/products/view/US-36204-01#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,GLOWPLEXION
cuidado-20,Sérum Iluminador YOU·OLOGY,"Sérum Iluminador YOU·OLOGY - Brillo natural",44.50,https://anitapinturitas.es/assets/cuidadoDeLaPiel-20,https://www.youniqueproducts.com/anitapinturitas/products/view/US-36204-02#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-21,Agua de Rosas Tonificante en Spray YOU·OLOGY,"Agua de Rosas Tonificante en Spray YOU·OLOGY - Tónico refrescante",36.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-21,https://www.youniqueproducts.com/anitapinturitas/products/view/US-16204-16#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-22,Mascarilla Refrescante de Bio-celulosa YOU·OLOGY,"Mascarilla Refrescante de Bio-celulosa YOU·OLOGY – 8 unidades - Hidratación intensiva",99.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-22,https://www.youniqueproducts.com/anitapinturitas/products/view/US-53021-03#.ZD7MEnZBxD8,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-23,Crema de Ojos YOU·OLOGY,"Crema de Ojos YOU·OLOGY - Tratamiento anti-edad",69.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-23,https://www.youniqueproducts.com/anitapinturitas/products/view/US-36204-01#UPGRADE-HIDDEN,in stock,Cuidado de la Piel,YOU·OLOGY
cuidado-24,Limpiador YOUTHPLEXION,"Limpiador YOUTHPLEXION - Limpieza suave",52.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-24.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-17500-01,in stock,Cuidado de la Piel,YOUTHPLEXION
cuidado-25,Humectante para el Día YOUTHPLEXION,"Humectante para el Día YOUTHPLEXION - Hidratación diaria",43.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-25.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-17500-05,in stock,Cuidado de la Piel,YOUTHPLEXION
cuidado-26,Sérum de Noche YOUTHPLEXION,"Sérum de Noche YOUTHPLEXION - Tratamiento nocturno",75.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-26.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-17500-03,in stock,Cuidado de la Piel,YOUTHPLEXION
cuidado-27,Crema de Noche YOUTHPLEXION,"Crema de Noche YOUTHPLEXION - Hidratación nocturna",43.00,https://anitapinturitas.es/assets/cuidadoDeLaPiel-27.jpg,https://www.youniqueproducts.com/anitapinturitas/products/view/US-17500-07,in stock,Cuidado de la Piel,YOUTHPLEXION 